id,mean,min,max,sum,count
188,0.0,0.0,0.0003000000142492354,0.0006000000284984708,153.0
189,0.0,0.0,0.0,0.0,93.0
190,0.002099999925121665,0.0,0.07259999960660934,1.1792999505996704,559.0
191,,,,,
192,,,,,
193,,,,,
194,0.0,0.0,0.022600000724196434,0.060600001364946365,2117.0
195,,,,,
196,0.0,0.0,0.0007999999797903001,0.0015999999595806003,224.0
197,9.999999747378752e-05,0.0,0.002099999925121665,0.00419999985024333,57.0
198,0.0,0.0,0.0006000000284984708,0.0006000000284984708,63.0
199,,,,,
200,,,,,
201,0.0,0.0,0.0,0.0,1526.0
202,0.0,0.0,0.0038999998942017555,0.020099999383091927,1840.0
203,9.999999747378752e-05,0.0,0.003100000089034438,0.005400000140070915,65.0
204,0.0,0.0,0.0,9.999999747378752e-05,273.0
205,,,,,
206,0.0,0.0,0.0010000000474974513,0.0052999998442828655,113.0
207,9.999999747378752e-05,0.0,0.0010000000474974513,0.007199999876320362,53.0
208,,,,,
209,0.0,0.0,0.002400000113993883,0.006599999964237213,283.0
210,0.0012000000569969416,0.0,0.01140000019222498,0.08540000021457672,71.0
211,0.0,0.0,0.0,0.0,498.0
212,,,,,
213,,,,,
214,0.0,0.0,0.002300000051036477,0.01269999984651804,792.0
215,0.0,0.0,0.0003000000142492354,0.00039999998989515007,1277.0
216,,,,,
217,0.0,0.0,0.0006000000284984708,0.003700000001117587,350.0
218,0.0,0.0,0.002099999925121665,0.008700000122189522,1221.0
219,,,,,
220,,,,,
221,,,,,
222,0.00019999999494757503,0.0,0.002300000051036477,0.014999999664723873,69.0
223,0.0005000000237487257,0.0,0.004800000227987766,0.13770000636577606,277.0
224,,,,,
225,0.00019999999494757503,0.0,0.013899999670684338,0.1370999962091446,761.0
226,0.0,0.0,0.0,0.0,511.0
227,,,,,
228,,,,,
229,0.0005,0.0,0.04100000113248825,0.8905,1661.0
230,0.009100000374019146,0.0,0.0746999979019165,0.6111000180244446,67.0
231,0.0,0.0,0.0,0.0,43.0
232,,,,,
233,0.0,0.0,0.0,0.0,197.0
234,0.0,0.0,0.0,0.0,311.0
235,0.0002,0.0,0.015699999406933784,0.1166,576.0
236,,,,,
237,0.0,0.0,0.0,0.0,12.0
238,0.0,0.0,0.0003000000142492354,0.0003000000142492354,83.0
239,0.0,0.0,0.00419999985024333,0.0243,2171.0
240,,,,,
241,,,,,
242,0.0002,0.0,0.027499999850988388,0.6975,3069.0
243,0.0,0.0,0.0,0.0,31.0
244,,,,,
245,,,,,
246,0.0,0.0,0.0,0.0,131.0
247,0.0,0.0,0.011099999770522118,0.2636,5770.0
248,,,,,
249,0.0,0.0,0.0,0.0,77.0
250,0.0,0.0,0.006800000090152025,0.02500000037252903,572.0
251,0.0,0.0,0.0,0.0,476.0
252,0.0,0.0,0.0,0.0,340.0
253,,,,,
254,0.0001,0.0,0.02370000071823597,0.8978,10455.0
255,0.0,0.0,0.00139999995008111,0.0031999999191612005,415.0
256,,,,,
257,0.0,0.0,0.0,0.0,143.0
258,0.00039999998989515007,0.0,0.027499999850988388,0.6715999841690063,1896.0
259,,,,,
260,0.000699999975040555,0.0,0.011900000274181366,0.07000000029802322,102.0
261,,,,,
262,0.0,0.0,0.002199999988079071,0.018300000578165054,1432.0
263,0.0,0.0,0.0,0.0,89.0
264,,,,,
266,0.0,0.0,0.0003000000142492354,0.0008999999845400453,601.0
267,,,,,
268,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,151.0
269,0.0,0.0,0.0012000000569969416,0.002400000113993883,212.0
270,,,,,
271,0.0,0.0,0.0,0.0,107.0
272,9.999999747378752e-05,0.0,0.0038999998942017555,0.012500000186264515,184.0
274,0.0,0.0,0.0,0.0,755.0
275,0.0003,0.0,0.027499999850988388,0.9386,3584.0
276,,,,,
277,,,,,
278,0.0,0.0,0.002300000051036477,0.0092,2033.0
279,0.0,0.0,0.0,0.0,38.0
280,0.0,0.0,0.0,0.0,15.0
281,0.0,0.0,0.0005000000237487257,0.001500000013038516,132.0
283,,,,,
284,,,,,
285,,,,,
286,0.0,0.0,0.0,0.0,69.0
287,0.0,0.0,0.0,0.0,8.0
288,0.0,0.0,0.0,0.0,512.0
289,0.0,0.0,0.0,0.0,950.0
290,0.0001,0.0,0.0414000004529953,0.2954,4124.0
291,,,,,
292,0.0003000000142492354,0.0,0.002300000051036477,0.008700000122189522,25.0
293,,,,,
294,0.0,0.0,0.0,0.0,3617.0
295,0.0,0.0,9.999999747378752e-05,0.0001,1888.0
296,0.0,0.0,0.0020000000949949026,0.0032999999821186066,406.0
297,,,,,
298,0.0,0.0,0.002899999963119626,0.008200000040233135,367.0
299,,,,,
300,,,,,
301,0.0,0.0,0.0,0.0,32.0
302,0.0003,0.0,0.03310000151395798,0.5729,2124.0
303,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,764.0
304,0.0,0.0,0.0,0.0,368.0
305,0.0,0.0,0.0,0.0,186.0
306,,,,,
307,9.999999747378752e-05,0.0,0.0026000000070780516,0.06449999660253525,539.0
308,,,,,
309,,,,,
310,0.0005000000237487257,0.0,0.026100000366568565,0.23929999768733978,482.0
311,0.0,0.0,0.0,0.0,710.0
312,,,,,
313,0.0001,0.0,0.03310000151395798,1.3623,18494.0
314,0.0,0.0,0.0,0.0,420.0
315,0.0001,0.0,0.051600001752376556,7.374,123245.0
316,,,,,
317,,,,,
318,0.0,0.0,0.0,0.0,16.0
319,0.0,0.0,0.0,0.0,1485.0
320,0.00019999999494757503,0.0,0.023800000548362732,0.26010000705718994,1330.0
321,0.0,0.0,0.0,0.0,27.0
322,0.0001,0.0,0.02879999950528145,1.2195,24324.0
323,0.0001,0.0,0.02850000001490116,0.5406,9853.0
324,,,,,
325,9.999999747378752e-05,0.0,0.00930000003427267,0.018400000408291817,184.0
326,0.0024,0.0,0.04390000179409981,0.9207,390.0
327,0.0,0.0,0.0,0.0,777.0
328,0.0,0.0,0.0010999999940395355,0.0012000000569969416,920.0
329,0.0,0.0,0.02879999950528145,0.3093,6281.0
330,0.0,0.0,0.0,0.0,43.0
331,0.0009,0.0,0.03799999877810478,0.6615,755.0
332,,,,,
333,9.999999747378752e-05,0.0,0.0008999999845400453,0.0017999999690800905,33.0
334,0.0,0.0,0.0,0.0,708.0
335,0.0,0.0,0.0,0.0,62.0
336,0.0,0.0,0.0,0.0,30.0
337,0.0,0.0,0.0015999999595806003,0.006,2361.0
338,0.0,0.0,0.00039999998989515007,0.0005000000237487257,22.0
339,0.0001,0.0,0.03310000151395798,0.6565,6838.0
340,,,,,
341,,,,,
342,0.0,0.0,0.0006000000284984708,0.0010999999940395355,3000.0
343,0.0001,0.0,0.0746999979019165,5.9712,78691.0
344,0.0,0.0,0.002400000113993883,0.004399999976158142,764.0
345,0.0001,0.0,0.019600000232458115,0.439,6224.0
346,,,,,
347,0.0,0.0,0.00019999999494757503,0.00039999998989515007,120.0
348,0.0001,0.0,0.02590000070631504,0.1652,1803.0
349,,,,,
350,0.0,0.0,0.0,0.0,29.0
351,,,,,
352,,,,,
353,0.0001,0.0,0.027300000190734863,0.3198,3032.0
354,0.0001,0.0,0.0746999979019165,2.5414,23653.0
355,0.0,0.0,0.0,0.0,19.0
356,0.0,0.0,0.0,0.0,15.0
357,,,,,
358,0.0,0.0,0.0,0.0,49.0
359,,,,,
360,,,,,
361,0.0,0.0,0.004100000020116568,0.0254,1399.0
362,,,,,
363,0.0,0.0,0.0,0.0,1034.0
364,0.0,0.0,0.0,0.0,161.0
365,,,,,
366,0.0,0.0,0.0,0.0,297.0
367,,,,,
368,0.00019999999494757503,0.0,0.002199999988079071,0.003100000089034438,17.0
369,0.0,0.0,0.00860000029206276,0.0974,3764.0
370,0.0001,0.0,0.01899999938905239,0.9334,17372.0
371,,,,,
372,9.999999747378752e-05,0.0,0.0017000000225380063,0.0035000001080334187,52.0
373,,,,,
374,0.0,0.0,0.0,0.0,203.0
375,,,,,
376,,,,,
377,0.0,0.0,0.00039999998989515007,0.00039999998989515007,96.0
378,0.0002,0.0,0.051600001752376556,1.4077,8993.0
379,0.0025,0.0,0.0746999979019165,0.6314,249.0
380,0.00019999999494757503,0.0,0.00139999995008111,0.0032999999821186066,18.0
381,0.00019999999494757503,0.0,0.022299999371170998,0.27630001306533813,1564.0
382,,,,,
383,,,,,
384,,,,,
385,0.0,0.0,0.024399999529123306,0.2727,7113.0
386,0.0002,0.0,0.04729999974370003,0.9766,6032.0
387,,,,,
388,,,,,
389,,,,,
390,0.0005000000237487257,0.0,0.006399999838322401,0.02199999988079071,40.0
391,,,,,
392,,,,,
393,0.0,0.0,0.0,0.0,9.0
394,0.0,0.0,0.0005000000237487257,0.0015,775.0
395,0.0,0.0,0.01899999938905239,0.0718,1918.0
396,,,,,
397,9.999999747378752e-05,0.0,0.0026000000070780516,0.004699999932199717,37.0
398,0.0,0.0,0.0044999998062849045,0.0247,910.0
399,,,,,
400,,,,,
401,0.0,0.0,0.0,0.0,59.0
402,0.0,0.0,0.004800000227987766,0.0303,768.0
403,,,,,
404,,,,,
405,,,,,
406,0.0,0.0,0.0,0.0,210.0
407,,,,,
408,,,,,
409,0.0,0.0,0.007899999618530273,0.0337,1237.0
410,,,,,
411,,,,,
412,0.0,0.0,0.0,0.0,619.0
413,0.0,0.0,0.00559999980032444,0.009399999864399433,247.0
414,0.0,0.0,0.0,0.0,66.0
415,,,,,
416,,,,,
417,0.0,0.0,0.00139999995008111,0.0049,1015.0
418,,,,,
419,,,,,
420,,,,,
421,9.999999747378752e-05,0.0,0.007899999618530273,0.02759999968111515,188.0
422,0.0,0.0,0.0,0.0,144.0
423,,,,,
424,,,,,
425,0.0,0.0,0.002899999963119626,0.0135,792.0
426,,,,,
427,0.0,0.0,0.00019999999494757503,0.0003000000142492354,472.0
428,0.0,0.0,0.0,0.0,10.0
429,9.999999747378752e-05,0.0,0.011300000362098217,0.08299999684095383,1658.0
430,0.0,0.0,0.007000000216066837,0.030700000002980232,1067.0
431,,,,,
432,,,,,
433,0.0,0.0,0.0,0.0,228.0
434,0.0,0.0,0.00279999990016222,0.007300000172108412,984.0
435,,,,,
436,9.999999747378752e-05,0.0,0.007499999832361937,0.025299999862909317,280.0
437,0.0,0.0,0.0017000000225380063,0.01360000018030405,1808.0
438,,,,,
439,,,,,
440,0.0,0.0,0.0006000000284984708,0.0006000000284984708,480.0
441,0.0,0.0,0.0,0.0,32.0
442,0.0005000000237487257,0.0,0.019099999219179153,0.39890000224113464,828.0
443,0.0,0.0,0.005100000184029341,0.026100000366568565,948.0
444,0.0,0.0,0.0,0.0,633.0
445,,,,,
446,,,,,
447,,,,,
448,0.0,0.0,0.006000000052154064,0.00989999994635582,378.0
449,9.999999747378752e-05,0.0,0.00139999995008111,0.005400000140070915,70.0
450,0.00019999999494757503,0.0,0.00860000029206276,0.09719999879598618,491.0
451,0.0,0.0,0.0,0.0,414.0
452,0.0,0.0,0.0,0.0,35.0
453,0.0001,0.0,0.051600001752376556,2.6272,33317.0
454,,,,,
455,,,,,
456,0.0,0.0,0.0,0.0,15.0
457,,,,,
458,,,,,
459,,,,,
460,0.0,0.0,0.0,0.0,13.0
461,0.0,0.0,0.0,0.0,43.0
462,,,,,
463,,,,,
464,,,,,
465,,,,,
466,0.000699999975040555,0.0,0.10949999839067459,1.0147000551223755,1424.0
467,0.0004,0.0,0.03799999877810478,0.6716,1788.0
468,,,,,
469,0.0,0.0,0.0,0.0,34.0
470,0.0,0.0,0.0015999999595806003,0.002300000051036477,200.0
471,,,,,
472,,,,,
473,,,,,
474,,,,,
475,0.0005,0.0,0.033799998462200165,0.3446,697.0
476,,,,,
477,0.0,0.0,0.027499999850988388,1.1521,36527.0
478,0.0,0.0,0.0,0.0,528.0
479,,,,,
480,,,,,
481,,,,,
482,0.0007999999797903001,0.0,0.019099999219179153,0.19499999284744263,245.0
483,0.00019999999494757503,0.0,0.0038999998942017555,0.06310000270605087,315.0
484,9.999999747378752e-05,0.0,0.00800000037997961,0.03880000114440918,441.0
485,0.0,0.0,0.004600000102072954,0.2021,26040.0
486,,,,,
487,,,,,
488,0.0,0.0,0.0,0.0,37.0
489,,,,,
490,,,,,
491,0.0005,0.0,0.010999999940395355,0.2438,537.0
492,,,,,
493,0.0,0.0,0.001500000013038516,0.0022,4870.0
494,,,,,
495,,,,,
496,,,,,
497,,,,,
498,,,,,
499,,,,,
500,0.0,0.0,0.023800000548362732,0.5833,24472.0
501,0.0,0.0,0.0,0.0,88.0
502,,,,,
503,,,,,
504,,,,,
505,,,,,
506,0.0,0.0,0.0,0.0,11.0
507,,,,,
508,,,,,
509,,,,,
510,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,47.0
511,,,,,
512,0.0,0.0,0.003100000089034438,0.0425,1770.0
513,,,,,
514,0.0002,0.0,0.00139999995008111,0.0033,18.0
515,,,,,
516,,,,,
517,,,,,
518,,,,,
519,0.0,0.0,0.003100000089034438,0.0425,1770.0
520,0.0,0.0,0.0,0.0,279.0
521,,,,,
522,,,,,
523,0.0,0.0,0.0,0.0,566.0
524,,,,,
525,,,,,
526,0.0006000000284984708,0.0,0.019500000402331352,0.7882999777793884,1241.0
527,0.00039999998989515007,0.0,0.011099999770522118,0.0877000018954277,200.0
528,,,,,
529,,,,,
530,0.0,0.0,0.0,0.0,39.0
531,0.0,0.0,0.00019999999494757503,0.0003000000142492354,47.0
532,,,,,
533,0.0,0.0,0.0032999999821186066,0.0088,1043.0
534,0.0,0.0,0.0,0.0,264.0
535,,,,,
536,0.0,0.0,0.00019999999494757503,0.0004,1325.0
537,,,,,
538,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,160.0
539,,,,,
540,0.00039999998989515007,0.0,0.007300000172108412,0.08780000358819962,229.0
541,0.0001,0.0,0.00839999970048666,0.1746,3106.0
542,0.00039999998989515007,0.0,0.02370000071823597,0.37779998779296875,908.0
543,0.0003000000142492354,0.0,0.016200000420212746,0.4447999894618988,1274.0
544,0.0,0.0,0.0,0.0,308.0
545,,,,,
546,,,,,
547,,,,,
548,,,,,
549,0.0,0.0,0.033799998462200165,0.5193,17614.0
550,,,,,
551,0.0,0.0,0.00019999999494757503,0.0003000000142492354,267.0
552,,,,,
553,0.002300000051036477,0.0,0.017799999564886093,0.33660000562667847,144.0
554,,,,,
555,,,,,
556,0.0,0.0,0.0,0.0,163.0
557,0.0023,0.0,0.03799999877810478,0.3323,147.0
558,0.0007999999797903001,0.0,0.027300000190734863,0.3197999894618988,412.0
559,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,750.0
560,,,,,
561,,,,,
562,,,,,
563,,,,,
564,0.00019999999494757503,0.0,0.013899999670684338,0.09730000048875809,405.0
565,0.0,0.0,0.0,0.0,302.0
566,,,,,
567,0.0001,0.0,0.225600004196167,27.6362,195056.0
568,,,,,
569,,,,,
570,,,,,
571,0.0,0.0,0.001500000013038516,0.0069,1184.0
572,,,,,
573,0.0,0.0,0.0,0.0,178.0
574,0.0,0.0,0.0015999999595806003,0.008700000122189522,674.0
575,0.0,0.0,0.0,0.0,351.0
576,0.0,0.0,0.0,0.0,4.0
577,0.0,0.0,0.0,0.0,527.0
496345664,0.0,0.0,0.0007999999797903001,0.0012000000569969416,205.0
579,0.00019999999494757503,0.0,0.01360000018030405,0.19380000233650208,908.0
578,,,,,
581,0.00019999999494757503,0.0,0.020600000396370888,0.07970000058412552,356.0
582,0.0,0.0,0.0,0.0,303.0
583,0.0,0.0,0.002300000051036477,0.0035000001080334187,545.0
580,0.0,0.0,0.0,0.0,89.0
496345668,0.0,0.0,0.004699999932199717,0.007499999832361937,420.0
586,,,,,
587,0.0,0.0,0.0,0.0,97.0
584,,,,,
589,,,,,
590,0.0,0.0,0.0,0.0,644.0
591,0.0,0.0,0.0006000000284984708,0.0006000000284984708,82.0
496345672,0.0,0.0,0.0,0.0,88.0
593,0.00019999999494757503,0.0,0.024399999529123306,0.272599995136261,1273.0
594,,,,,
592,,,,,
596,0.0005000000237487257,0.0,0.04230000078678131,0.3831999897956848,723.0
597,,,,,
598,0.0,0.0,0.0,0.0,44.0
599,0.0,0.0,0.0,0.0,256.0
600,0.0,0.0,0.0,0.0,327.0
601,0.0,0.0,0.0,0.0,106.0
602,,,,,
603,0.00019999999494757503,0.0,0.023900000378489494,0.34459999203681946,1493.0
604,0.0,0.0,0.0,0.0,124.0
605,,,,,
606,,,,,
607,0.0005,0.0,0.04729999974370003,0.7584,1641.0
608,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,237.0
609,0.0,0.0,0.0003000000142492354,0.000699999975040555,139.0
610,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,1206.0
611,0.0003000000142492354,0.0,0.002300000051036477,0.012000000104308128,45.0
612,,,,,
613,0.0,0.0,0.0010999999940395355,0.0020000000949949026,321.0
614,0.00039999998989515007,0.0,0.0414000004529953,0.22709999978542328,530.0
615,,,,,
616,9.999999747378752e-05,0.0,0.01209999993443489,0.07119999825954437,564.0
617,,,,,
618,0.0,0.0,0.005100000184029341,0.0315,1018.0
619,0.0002,0.0,0.011900000274181366,0.0701,311.0
620,0.0,0.0,0.0,0.0,457.0
621,0.0,0.0,0.0,0.0,350.0
622,0.0,0.0,0.0,0.0,47.0
623,0.0,0.0,0.04230000078678131,1.7923,43373.0
624,,,,,
625,0.0,0.0,0.0,0.0,777.0
626,,,,,
627,,,,,
628,0.0005000000237487257,0.0,0.02850000001490116,0.1151999980211258,214.0
629,0.0,0.0,0.0005000000237487257,0.0010000000474974513,801.0
630,0.0,0.0,0.0,0.0,1198.0
631,,,,,
632,9.999999747378752e-05,0.0,0.03150000050663948,0.09700000286102295,1633.0
633,0.0,0.0,0.0,0.0,20.0
634,0.0,0.0,0.00019999999494757503,0.0005000000237487257,286.0
635,,,,,
636,,,,,
637,0.0,0.0,0.0005000000237487257,0.0032,4880.0
638,0.0,0.0,0.0,0.0,435.0
639,,,,,
640,,,,,
641,,,,,
642,9.999999747378752e-05,0.0,0.00139999995008111,0.016300000250339508,153.0
643,0.0,0.0,0.0,0.0,140.0
644,,,,,
645,,,,,
646,,,,,
647,,,,,
648,0.0,0.0,0.0,0.0,3269.0
649,0.0,0.0,0.0,0.0,35.0
650,,,,,
651,,,,,
652,,,,,
653,0.0,0.0,0.0,0.0,33.0
654,0.0,0.0,0.0,0.0,553.0
655,,,,,
656,9.999999747378752e-05,0.0,0.02280000038444996,0.31949999928474426,2303.0
657,0.0,0.0,0.00039999998989515007,0.0006000000284984708,1518.0
658,0.000699999975040555,0.0,0.029500000178813934,0.578000009059906,828.0
659,,,,,
660,,,,,
661,0.0,0.0,0.0015999999595806003,0.013100000098347664,931.0
662,9.999999747378752e-05,0.0,0.0015999999595806003,0.002400000113993883,44.0
663,,,,,
664,0.00039999998989515007,0.0,0.027300000190734863,0.3564999997615814,984.0
665,0.0024999999441206455,0.0,0.05040000006556511,2.321700096130371,928.0
666,,,,,
667,0.0,0.0,0.0,0.0,245.0
668,,,,,
669,0.0,0.0,0.024399999529123306,0.4496,13489.0
670,0.0,0.0,0.0,0.0,425.0
671,0.00019999999494757503,0.0,0.019600000232458115,0.0820000022649765,493.0
672,0.0,0.0,0.004600000102072954,0.2020999938249588,26040.0
673,0.0003000000142492354,0.0,0.003599999938160181,0.011900000274181366,34.0
674,,,,,
675,0.0,0.0,0.0010000000474974513,0.0010000000474974513,176.0
676,,,,,
677,0.0001,0.0,0.031700000166893005,0.1437,2370.0
678,0.0,0.0,0.0,0.0,133.0
679,,,,,
680,0.0,0.0,0.0,0.0,7.0
681,0.0,0.0,0.0010999999940395355,0.00139999995008111,61.0
682,,,,,
683,,,,,
684,,,,,
685,0.0,0.0,0.0,0.0,946.0
686,,,,,
687,0.0,0.0,0.0,0.0,1665.0
688,0.0002,0.0,0.225600004196167,25.8439,151683.0
